book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,description
3511,149196,149196,874452,133,553280589,9780553280590,1987,"Eva Luna","Eva Luna",NULL,3.95,27534,30614,"new york time author sandra brown come story survival take question end justify mean turn emory charbonneau pediatrician marathon runner disappears mountain road north carolina time husband jeff miffed recent argument report missing trail grown cold literally fog ice encapsulate mountainous wilderness paralyze search police suspect jeff instant divorce emory suffering unexplained head injury regains consciousness find captive man whose violent past dark wo even tell name determined escape willing take risk necessary survive unexpectedly however two dangerous encounter people adhere code justice center dispute desperate young woman emory ca turn back even mean breaking law wrong becomes right hand man strike fear also spark husband deception revealed fbi close captor emory begin wonder man name fact rescuer wish dead suspense potent storytelling made sandra brown one world best loved author mean streak wildly compelling novel love deceit choice must make order survive"
3517,4110198,4110198,4157374,61,1846052580,9781846052580,2009,"The 8th Confession","The 8th Confession (Women's Murder Club, #8)",NULL,4.02,29973,35392,"rob thomas creator groundbreaking television series movie veronica mar come first book thrilling new mystery year graduating high school neptune california veronica mar back land sun sand crime corruption traded law degree old private investigating license struggling keep mar investigation afloat scant cash earned catching cheating spouse score first big spring break college student descend neptune transforming beach boardwalk frenzied rave girl disappears party veronica called investigate simple missing person case house girl vanished belongs man serious criminal tie soon veronica plunged dangerous underworld drug organized crime major break investigation shocking connection veronica past case hit closer home ever imagined"
3536,153800,153800,1031900,23,NULL,NULL,2002,"Lady Knight ","Lady Knight (Protector of the Small, #4)",NULL,4.3,37403,40076,"masterful epic magic politics war power love hate renowned author fionavar tapestry child earth magical story beleaguered land struggling free tale people cursed black sorcery cruel despotic king even name homeland spoken remembered year devastation handful courageous men woman embark upon dangerous crusade overthrow conqueror bring back dark world brilliance name tigana magnificently rendered background world sensuous barbaric sweeping epic passionate people pursuing dream breathtaking vision changing forever boundary fantasy fiction"
3564,691520,691520,1422202,54,446697338,9780446697330,1980,"No One Here Gets Out Alive","No One Here Gets Out Alive",NULL,3.92,28436,29569,"katy know world changed night luxen ca believe daemon welcomed race stood kind threatened obliterate every last human hybrid earth line good bad blurred love become emotion could destroy destroy anything save love even mean must team unlikely enemy chance surviving invasion quickly becomes impossible tell friend foe world crumbling around may lose even cherish ensure survival come earth matter outcome future never left edition includes shadow lux prequel novella"
3566,14316,14316,2166883,61,812974018,9780812974010,2006,"Black Swan Green","Black Swan Green",NULL,3.97,25728,29339,"fabric cosmos"
3568,15171,15171,17077,23,965030067,9780965030070,2001,"A Girl Named Zippy: Growing up Small in Mooreland, Indiana ","A Girl Named Zippy",NULL,3.79,27928,30263,"meet sookie stackhouse sookie stackhouse everybody favourite cocktail waitress cute bubbly blonde read mind sookie far person bon temp louisiana handicap local vampire population demanding unhuman right weres fighting territory fact bon temp pretty lively place day touch dead collect together sookie stackhouse short story one gorgeous volume showcase writing talent international bestseller charlaine harris"
3577,8965,8965,3124176,78,NULL,9780316905720,2000,"The Vampire's Assistant (Cirque du Freak, #2) ","The Vampire's Assistant (Cirque Du Freak, #2)",NULL,4.12,29943,33100,"sheldon sweeping saga greed betrayal sabotage danger tie kill roffe son family firm international empire filled desperate family member head one wealthiest men world man died mysterious accident left daughter elizabeth control company intelligent tough beautiful young woman dare save sell roffe son outwit secretly want power unknown assassin want life"
3596,401679,401679,731703,18,670059838,9780670059840,2005,"Llama, Llama Red Pajama","Llama Llama Red Pajama",NULL,4.27,31129,31456,"pongo missis lovely life human owner dearlys look lived comfortable home london adorable dalmatian puppy loved admired especially dearlys neighbor cruella de vil fashion plate design dalmatian spotted coat puppy stolen dearly home even scotland yard unable find pongo missis know must take matter paw delightful child classic adapted twice popular disney production age"
3600,9589,9589,1683551,76,425161293,9780425161300,1990,"Hocus Pocus","Hocus Pocus",NULL,3.81,23046,25483,"published ragtime changed concept novel could extraordinary tapestry ragtime capture spirit america era turn century first world war story open new rochelle ny home affluent american family one lazy sunday afternoon famous escape artist harry houdini swerve car telephone pole outside house almost magically line fantasy historical fact real imaginary character disappears henry ford emma goldman morgan evelyn nesbit sigmund freud emiliano zapata slip tale crossing path doctorow imagined family fictional character including immigrant peddler ragtime musician harlem whose insistence point justice drive revolutionary violence"
3603,6667514,6667514,6862414,30,805091742,9780805091750,2009,"The Checklist Manifesto: How to Get Things Right","The Checklist Manifesto: How to Get Things Right",NULL,4.02,23778,28234,"ruth reichl food critic editor chief gourmet magazine know thing two food also know important food critic country need anonymous reviewing establishment biggest restaurant town world charge took seriously taking guise series eccentric personality garlic sapphire reichl reveals comic absurdity artifice excellence found sumptuously appointed stage epicurean world give u along favorite recipe review remarkable reflection one outer appearance influence one inner character expectation appetite mention quality service one receives"
3606,6361871,6361871,6548987,7,61658197,9780061658200,2008,"The Pioneer Woman Cooks: Recipes from an Accidental Ranch Wife","The Pioneer Woman Cooks: Recipes from an Accidental Country Girl",NULL,4.18,28720,29107,"exuberantly praised book collection seven piece subject ranging television tennis illinois state fair film david lynch postmodern literary theory supposed fun traveling aboard caribbean luxury cruiseliner david foster wallace brings nonfiction curiosity hilarity exhilarating verbal facility delighted reader fiction including bestselling infinite jest"
3612,380975,380975,2696002,54,449000664,9780449000660,1994,"K is for Killer","K is for Killer (Kinsey Millhone, #11)",NULL,3.98,30752,32701,"plum sykes beguiling debut welcome reader glamorous world park avenue princess girl careen manhattan search perfect fake bake tan acquired portofino tanning salon ride pj private jet atm rich boyfriend fiance invitation baby shower benefit marc jacob clothes decent department store heiress best friend heroine known moi living peak new york society moi engagement fall apart ever find happiness city filled distraction front row girl dermatologist premiere eyebrow wax possible find love town friend think secret happiness getting invited van cleef arpels private sample sale going deal endless phone call mother england demanding get married earl next door enormous wit insider eye sykes capture nuance rich spoiled heartwarming social satire featuring loveable champagne bubble girl looking love maybe perfect pair chloe jean"
3620,300225,300225,291389,83,1568650949,9781568650940,1977,Bloodline,Bloodline,NULL,3.79,23726,25295,"sooner alex splashed coast australia find sucked another adventure time working asis australian secret service target criminal underworld asia ruthless world snakehead"
3631,94799,94799,1484198,28,038549565X,9780385495650,2001,"Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission","Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission",NULL,4.17,23873,24785,"la biografía definitiva del fundador del imperio más grande de la historia en veinticinco años gengis kan sus ejércitos mongoles conquistaron más que los romanos en cuatro siglos fundaron el imperio más extenso que el ser humano ha visto nunca nacido temuyín un paria de la estepas el hombre destinado hacer historia como gran kan de los mongoles conquistó todos los territorios sobre los que posó la vista desde georgia armenia hasta corea gengis kan se erigió como un líder inesperadamente moderno abolió la torturas garantizó la libertad religiosa destruyó los sistemas feudales basados en el privilegio aristocrático cuando nació con un coágulo de sangre en la mano su madre predijo que aquel niño cambiaría el rumbo del mundo así fue gengis kan unificó toda la tribus mongolas de la estepas transformó su modo de vida creó el ejército más eficaz del medievo abrió ruta comerciales que conectaron el mundo conocido fundó un imperio que se extendía desde europa hasta asia oriental sus sucesores fueron reyes kanes emperadores en china india rusia su legado fue imperecedero desde los inicios de la vida de gengis kan su ascenso transformación del mundo tribal de la estepas hasta la explosión civilizadora del imperio mongol este brillante ensayo de jack weatherford antropólogo especialista en historia mongola no cuenta la épica historia de cómo se forjó el mundo moderno"
3658,14118,14118,16201,7,736421971,9780736421970,1991,"Beauty and the Beast (Little Golden Book)","Beauty and the Beast (Disney)",NULL,4.4,26454,26524,"year america whipped frenzy prurience impeachment president small new england town aging classic professor coleman silk forced retire colleague decree racist charge lie real truth silk would astonish even virulent silk secret one kept fifty year wife four child colleague friend including writer nathan zuckerman zuckerman stumble upon silk secret set reconstruct unknown biography eminent upright man esteemed educator nearly life understand ingeniously contrived life came unraveled understand also silk astonishing private history word wall street journal magnificently interwoven larger public history modern america"
3659,22836957,22836957,1026225,67,125006662X,9781250066630,2002,"The Revenant","The Revenant",NULL,3.92,19289,28741,"fan mortal instrument infernal device get know warlock magnus bane like never collection new york time bestselling tale print first time exclusive new story illustrated collection eleven short story illuminates life enigmatic magnus bane whose alluring personality flamboyant style sharp wit populate page new york time bestselling series mortal instrument infernal released short story cassandra clare maureen johnson sarah rees brennan compilation present ten together print first time includes eleventh tale well new illustrated material"
3661,2615,2615,1468535,32,60521996,9780060522000,1997,"The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials)","The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials)",NULL,4,21997,24443,"olivia kaspen discovered caleb drake lost memory already lousy reputation taking advantage situation olivia must decide far willing go get caleb back wrestling keep true identity sordid past wrap olivia greatest obstacle caleb wicked new girlfriend leah smith race finish two viper engage vicious tug war posse man longer remembers soon enough olivia must face consequence lie process discover sometimes love fall short redemption"
3669,173673,173673,167753,65,670869759,9780670869760,1975,"A Course in Miracles","A Course in Miracles",NULL,4.17,17015,22780,"jack ripper back coming rory next louisiana teenager rory deveaux arrives london start new life boarding school series brutal murder mimicking horrific jack ripper killing spree century ago broken across city police left lead witness except one rory spotted man believed prime suspect one saw one see rory become next target unless tap previously unknown ability turn table"
3674,19793,19793,2713696,38,1401902162,9781401902160,2004,"‎The Power of Intention‎","The Power of Intention: Learning to Co-create Your World Your Way",NULL,4.18,22361,23395,"hailed thomas jefferson best commentary principle government ever written federalist paper collection essay published founding father alexander hamilton james madison john jay mean persuade public ratify constitution united state nearly essay written hamilton enduring classic perfect modern audience passionate work seeking deeper understanding one important document u history"
3689,498641,498641,2133549,233,883681056,630809681058,1691,"The Practice of the Presence of God","The Practice of the Presence of God",NULL,4.32,23889,26303,"story comic strip form tell murdered man returning grave bizarre meteor monster devours people husband terrible revenge plague cockroach graphic adaptation art bernie father day g lonesome death jordy verrill adapted weed cavalier may g crate gallery jul g something tide g creeping g"
3690,12191246,12191246,17156027,9,NULL,NULL,2011,"Second Son","Second Son (Jack Reacher, #15.5)",NULL,3.95,24230,29081,"harry potter page screen open door hogwarts castle wizarding world harry potter reveal complete secret technique artistry brought rowling acclaimed novel cinematic life developed collaboration creative team behind celebrated movie series deluxe page compendium feature exclusive story cast crew hundred photograph concept illustration sourced closed film set rare memorabilia definitive look magic made cinematic history page screen ultimate collectible perfect muggles everywhere"
3698,1001896,1001896,818039,56,590225170,9780590225180,1916,"The Real Mother Goose","The Real Mother Goose",NULL,4.33,31643,32047,"kenzie gennaro private investigator neighborhood ghetto south know native working old church belfry kenzie gennaro take seemingly simple assignment prominent politician uncover whereabouts jenna angeline black cleaning woman allegedly stolen confidential state document finding jenna however easy compared staying alive got investigation escalates implicating member jenna family rival gang leader uncovering extortion assassination child prostitution extending ghetto street highest level government drink war first lehane acclaimed series boston detective patrick kenzie angie gennaro remarkable debut pulsating crime thriller mirror world one worst human horror found closest home vicious obscenity committed name love"
3700,42058,42058,2913597,620,192839934,9780192839930,1591,"The Tragedy of King Richard the Third","Richard III",NULL,3.92,29182,34610,"marianne daventry anything escape boredom bath amorous attention unwanted suitor invitation arrives twin sister cecily join sprawling country estate jump chance thinking able relax enjoy beloved english countryside sister snag handsome heir edenbrooke marianne find even best laid plan go awry terrifying highwayman seemingly harmless flirtation marianne find embroiled unexpected adventure filled enough romance intrigue keep mind racing marianne able rein traitorous heart mysterious stranger sweep foot fate something relaxing summer mind sent marianne edenbrooke"
3714,9802372,13595639,14037039,36,399256601,9780399256610,2011,"The Name of the Star","The Name of the Star (Shades of London, #1)",NULL,3.9,22842,40957,"whiskey porn star hot red car crash black leather high heel overdoses death life mötley crüe heaviest drinking hardest fighting oversexed arrogant band world unbelievable exploit stuff rock roll legend nailed hottest chick started bloodiest fight partied biggest drug dealer got know inside every jail cell california japan dedicated entire career living life extreme greatest fantasy darkest tragedy tommy married two international sex symbol vince killed man lost daughter cancer nikki overdosed rose dead od next day mick shot woman tried hang brother beginning fueled every drug could get hand obscene amount alcohol driven fury headed straight hell mötley crüe raged two decade leaving behind trail debauched woman trashed hotel room crashed car psychotic manager broken bone left music industry cringing day unspeakable act mention dire consequence laid bare directly nikki vince tommy mick unexpurgated version whole glorious story page published first time anywhere tommy lee letter pamela anderson prison mick confession incurable disease slowly killing vince experience burying daughter train wreck life became afterward nikki anguished struggle deal entire life fueled anger childhood abandonment discovery family never knew subsequent loss accompanied score rare photograph mug shot handwritten lyric one spared david lee roth ozzy osbourne vanity aerosmith heather locklear lita ford iron maiden pamela anderson gun n rose donna ratt two girl dallas mistake guy genius invented glam metal left dust sold forty million album shout devil feelgood toured world dozen time scar prove maintained rabid following era throwaway pop star mötley crüe done nothing le tattoo psyche entire mtv generation ultimate rock roll band believe read dirt know decadence"
3721,272315,272315,1219372,18,316009857,9780316009850,2007,"Keeping You a Secret","Keeping You a Secret",NULL,3.98,25864,26475,"twelve year secret training atticus sullivan finally ready bind apprentice granuaile earth double number druid world eve ritual world thought dead abruptly discovers still alive would much rather return grave choice atticus trusted irish wolfhound oberon granuaile travel base mount olympus roman god bacchus anxious take sworn get line behind ancient vampire band dark elf old god mischief seem kill druid top list"
3736,10785687,10785687,15697851,8,62101897,9780062101890,2011,"Harry Potter Page to Screen: The Complete Filmmaking Journey","Harry Potter Page to Screen: The Complete Filmmaking Journey",NULL,4.56,27361,27610,"go nowhere safe sixteen year deadly virus wiped earth population world perilous place eve never beyond heavily guarded perimeter school two hundred orphaned girl promised future teacher artist new america night graduation eve learns shocking truth school real purpose horrifying fate awaits home ever known eve set long treacherous journey searching place survive along way encounter arden former rival school caleb rough rebellious boy living wild separated men whole life eve taught fear caleb slowly win trust heart promise protect soldier begin hunting eve must choose true love life epic new series anna carey imago future beautiful terrifying"
3743,336161,336161,502982,43,64434508,9780064434510,1977,"The Grouchy Ladybug","The Grouchy Ladybug",NULL,4.09,26716,27238,"author catherine called birdy come another spellbinding novel set medieval england girl known brat family home future meet jane midwife becomes apprentice help jane deliver baby brat renames alyce gain knowledge confidence courage want something life full belly contented heart place world medieval village life make lively backdrop funny poignant story alyce get want concluding note discus midwifery past present newbery medal book"
3759,4902793,4902793,4968304,1,441017770,9780441017780,2008,"Sookie Stackhouse, Books 1-7","Sookie Stackhouse 7-copy Boxed Set (Sookie Stackhouse, #1-7)",NULL,4.43,25359,25359,"strange vision plague man survives experience chilling thriller new york time bestselling author dean car accident snowy mountain road miraculous lindsey harrison even husband hatch clinically dead eighty minute experimental procedure bring hatch back life awakens terrifying feeling something soon becomes apparent evil stalking hatch within dark force murderous rage hide within u"
3775,5061675,5061675,21619503,10,NULL,NULL,1996,"A Clash of Kings","A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)",NULL,4.53,22259,22573,"online entertainment mogul actress queen geek felicia day funny quirky inspiring memoir unusual upbringing rise embracing individuality find success internet cat video also felicia filmmaker internet entrepreneur compulsive gamer hoagie specialist former lonely homeschooled girl overcame isolated childhood become ruler new world least world internet geek goodreads book growing south hippie reason felicia moved hollywood pursue dream becoming actress immediately typecast crazy secretary felicia misadventure hollywood led produce web series production company become internet life rise internet fame launched career one influential creator new medium felicia strange world filled thought creativity video game dash mild feminist like inspirational never weird internet almost proof everyone embrace make different brave enough share world anything possible digital misfit"
3797,7673,7673,997260,84,60891564,9780060891560,1976,"Eaters of the Dead","Eaters of the Dead",NULL,3.64,24885,28593,"european power carving africa king leopold ii belgium seized vast mostly unexplored territory surrounding congo river carrying genocidal plundering congo looted rubber brutalized people ultimately slashed population ten shrewdly cultivating reputation great humanitarian heroic effort expose crime eventually led first great human right movement twentieth century everyone mark twain archbishop canterbury leopold ghost haunting account megalomaniac monstrous proportion man cunning charming cruel great shakespearean villain also deeply moving portrait fought leopold brave handful missionary traveler young idealist went africa work adventure unexpectedly found witness holocaust adam hochschild brings largely untold story alive wit skill barbara tuchman like know history often provides far richer cast character novelist could invent chief among edmund morel young british shipping agent went lead international crusade leopold another hero tale irish patriot roger casement ended life london gallows two courageous black american george washington williams william sheppard risked much bring evidence congo atrocity outside world sailing middle story young congo river steamboat officer named joseph conrad looming duplicitous billionaire king leopold great power compassion king leopold ghost brand tragedy long conscience west"
3808,48464,48464,783228,1,151365040,9780151365040,1953,"A Good Man Is Hard to Find, and Other Stories","A Good Man is Hard to Find and Other Stories",NULL,4.24,25504,29992,"previously published edition asin strip club truck stop southern coast mansion prep school one girl try stay true royal ruin harper pragmatic optimist spent whole life moving town town flighty mother struggling make end meet believing someday climb gutter mother death ella truly alone callum royal appears plucking ella poverty tossing posh mansion among five son hate royal boy magnetic last none captivating reed royal boy determined send back slum came want say belong might excess deception like nothing ella ever experienced going survive time royal palace need learn issue royal decree"
3826,11312,11312,742,70,068987121X,9780689871210,1965,"Over Sea, Under Stone","Over Sea, Under Stone (The Dark Is Rising, #1)",NULL,3.85,34020,37339,"stood deep dark wood breath shallow cold prickling skin despite hot heavy air took step back two urge run fell naomi bowes lost innocence night followed father wood freeing girl trapped root cellar naomi revealed horrible extent father crime made infamous matter close get happiness outrun sin thomas david bowes successful photographer living name naomi carson found place call rambling old house need repair thousand mile away everything ever known naomi want embrace solitude kindly resident sunrise cove keep forcing open determined xander keaton naomi feel defense failing know connection new life offer something always secretly craved sin father become obsession learned time past never nightmare away"
3834,127586,127586,2886933,64,345341678,9780345341680,1978,"The White Dragon (Pern: Dragonriders of Pern, #3)","The White Dragon (Pern, #3)",NULL,4.17,33172,35821,"amazing work tormented soul vincent van gogh story one ironic art history lived unhappy difficult life work received almost killing bullet chest great widely considered one important painter time work fetching record price ten million dollar auction comprehensive study vincent van gogh represents rarity art detailed monograph life art combined complete catalogue painting volume also reproduce van gogh painting color"
3840,542639,542639,1666984,14,500275823,9780500275820,1980,"The Shock of the New","The Shock of the New",NULL,3.73,21410,21603,"judith hampton beautiful proud purposeful loyal dear scottish friend childhood give birth judith promised side another private reason journey bleak english home highland meet father never known laird maclean nothing prepared sight scottish barbarian escort land iain maitland laird clan man powerfully compelling ever spirited clash will custom judith revelled melting bliss iain searching kiss passionate caress perplexed sprightly defiance bemused tender nature iain felt soul growing light warmth love surely nothing would wrench affection trust iain clan even truth father devastating secret could shatter boldest alliance glorious love"
3843,125963,125963,2564512,38,1595543414,9781595543420,2003,Thr3e,Thr3e,NULL,4.08,24907,26938,"author power praying wife draw upon knowledge scripture personal struggle breakthrough prayer provide reassuring guidance woman wanting god life sharing sample prayer cover every area woman life original"
3851,33808,33808,2319,67,446679097,9780446679090,2000,"The Lion's Game","The Lion's Game (John Corey, #2)",NULL,4.17,23780,26582,"ephrussis grand banking family rich respected rothschild burned like comet paris vienna society yet end world war ii almost thing remaining vast empire collection wood ivory carving none larger renowned ceramicist edmund de waal became fifth generation inherit small exquisite collection netsuke entranced beauty mystery determined trace story family story monk plum snarling gathered charles ephrussi height parisian rage thing japanese charles shunned place set aside family business make study art beautiful living early supporter impressionist appears oddly formal top hat renoir luncheon boating party marcel proust studied charles closely enough use model aesthete lover swann remembrance thing gave carving wedding gift cousin viktor vienna child allowed play one netsuke watched mother baroness emmy dress ball ball older daughter grew disdain fashionable society longing write struck correspondence rilke encouraged anschluss changed world beyond recognition ephrussi cosmopolitan family imprisoned scattered hitler theorist jewish question appropriated magnificent palace ringstrasse library priceless book collection old master painting confiscated nazi netsuke smuggled away loyal maid anna hidden straw mattress year war would find way return family served even hare amber eye edmund de waal unfolds story remarkable family tumultuous century sweeping yet intimate highly original meditation art history family elegant precise netsuke"
3856,37426,37426,828476,45,312315732,9780312315730,2004,"Little Children","Little Children",NULL,3.61,24109,26333,"classic mexican modern literature haunted one enters juan rulfo legendary novel one follows dusty road town death time shift one consciousness another hypnotic flow dream desire memory world ghost dominated figure pedro páramo lover overlord extraordinary mix sensory image violent passion unfathomable mystery profound influence whole generation latin american writer including carlos fuentes mario vargas llosa gabriel garcía márquez read pedro páramo today overwhelming experience first published mexico back"
3861,13330603,13330603,18538253,25,385534795,9780385534800,2012,"The Sandcastle Girls","The Sandcastle Girls",NULL,3.86,26623,29203,"might cinderella today dread think tomorrow guess depends next american rebecca porter never one fairy tale twin sister lacey always romantic fantasized glamour royalty fame fortune yet bex seek adventure oxford find living hall prince nicholas great britain future king bex ca resist falling nick person behind prince propels world expect inhabit spotlight prepared nick immerses bex ritzy society dazzling ski trip dinner kensington palace charming troublesome brother freddie relationship also come unimaginable baggage hysterical tabloid nick sparkling far suitable royal family whose private life much thornier tragic anyone outside know pressure almost much bear bex struggle reconcile man love monarch fated get eve wedding century bex faced whether everything sacrificed career home family maybe even nothing"
3871,80670,80670,2908333,52,142408794,9780142408800,1972,"Otherwise Known as Sheila the Great","Otherwise Known as Sheila the Great (Fudge #2)",NULL,3.94,31847,33148,"survived wrath lamb global earthquake month tribulation pilot rayford steele reporter buck williams embark journey absorbing adventure christian triumph soul harvest book four enormously popular left behind series seven book planned based left behind rapture written gripping pace tom clancy john grisham film right already sold first two book author take u iraq america underground shelter bottom tigris river steele williams search loved one meanwhile biblical prophecy fulfilled every turn including great soul harvest many christian follower series become tangible thrilling testament book revelation gail hudson"
3890,838917,18054709,16419428,27,736908552,9780736908560,1997,"The Power of a Praying Woman","The Power of a Praying Woman",NULL,4.38,10970,20872,"flap last richard bachman novel recently recovered published first time stephen king dark half may saved best fellow named richard bachman wrote blaze olivetti typewriter turned machine stephen king used write carrie bachman died cancer pseudonym late king found original typescript blaze among paper university maine fogler library get decided little revision ought story clayton blaisdell crime committed crime commits including last kidnapping baby heir worth million blaze slow thinker since childhood father threw stair threw escaping abusive institution boy teenager blaze hook george seasoned criminal think answer george killed blaze though haunted partner becomes one sympathetic criminal literature crime story surprising strength sadness suspenseful current sustained classic working fate character taut riveting stephen king girl loved tom gordon"
3899,76664,76664,2501416,46,034525855X,9780345258560,1977,"A Spell for Chameleon","A Spell for Chameleon (Xanth #1)",NULL,3.93,29962,32601,"big powerful saga men combat written course year highly decorated vietnam powerful compelling matterhorn epic war novel tradition norman mailer naked dead james jones thin red line timeless story young marine lieutenant waino mellas comrade bravo company dropped mountain jungle vietnam boy forced fight way manhood standing way merely north vietnamese also monsoon rain mud leech tiger disease malnutrition almost daunting turn obstacle discover racial tension competing ambition duplicitous superior officer company find surrounded outnumbered massive enemy regiment marine thrust raw terror combat experience change course thirty year highly decorated vietnam veteran matterhorn visceral spellbinding novel like young man war unforgettable novel transforms tragedy vietnam powerful universal story courage camaraderie sacrifice parable war vietnam war testament redemptive power graduate yale university rhodes scholar oxford university karl marlantes served marine vietnam awarded navy cross bronze star two navy commendation medal valor two purple heart ten air medal first novel life rural washington state"
3900,857501,857501,19838,13,679890483,9780679890480,1969,"Hand, Hand, Fingers, Thumb","Hand, Hand, Fingers, Thumb",NULL,4.22,24029,24508,"childrenyou must comestopdangerousthe mysterious benedict society back new mission go international scavenger hunt designed engage individual talent search clue riddle benedict hidden reynie sticky kate constance face unexpected challenge reinforce reason brought together first place require fight namesake united mysteriousbenedictsocietyat ownrisk"
3905,1779929,1779929,2328657,30,1401303366,9781401303360,2005,"The Middle Place","The Middle Place",NULL,3.85,24282,25515,"gentleman moscow immerses u another elegantly drawn era story count alexander rostov deemed unrepentant aristocrat bolshevik tribunal count sentenced house arrest metropol grand hotel across street kremlin rostov indomitable man erudition wit never worked day life must live attic room tumultuous decade russian history unfolding outside hotel door unexpectedly reduced circumstance provide doorway much larger world emotional humour glittering cast character one beautifully rendered scene another singular novel cast spell relates count endeavour gain deeper understanding mean man purpose"
3911,531989,531989,3230496,50,1573226068,9781573226070,1996,Drown,Drown,NULL,4.05,23295,25110,"three life come together unexpected thrilling way kate atkinson good news hot summer day joanna mason family slowly wanders home along country lane moment later joanna life changed forever dark night thirty year later jackson brodie find train crowded late lost thought suddenly hears shocking sound end long day reggie looking forward watching little tv terrifying noise shatters peaceful evening luckily reggie make point prepared emergency three life come together unexpected deeply thrilling way latest novel kate atkinson critically acclaimed author harlan coben call absolute"
3923,867247,867247,1318780,77,517415283,9780517415280,1645,"五輪書 [Go Rin no Sho]","A Book of Five Rings: The Classic Guide to Strategy",NULL,4.09,19246,24699,"deep heart texas morganville small college town full student eccentric towny mention sort creature would want run dark despite obvious difference human vampire resident morganville learned coexist stop genius student claire danvers keeping guard morganville nothing seems developing new system maintain town defense claire discovers way use vampire power help keep outsider spreading news morganville unique situation crossed city new system unexpected possibly deadly consequence people inside town start forgetting even vampire claire boyfriend shane best friend eve start treating like perfect stranger claire realizes figure way pull plug experiment forgets save morganville"
3924,281433,281433,2575902,49,345405137,9780345405140,1996,Ticktock,"Tick Tock",NULL,3.71,25679,27621,"born poverty fear anna desperate leave native poland determined make something anna move cramped new york slum find job sweatshop two different men fall love anna destined forever torn love loyalty"
3932,29802,29802,30222,30,193266422X,9781932664220,2006,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness","Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",NULL,4.29,28569,30451,"ivy league murder mysterious coded manuscript secret renaissance prince collide memorably rule four brilliant work fiction weave together suspense scholarship high art unimaginable easter princeton senior scrambling finish thesis two student tom sullivan paul harris hair breadth solving mystery hypnerotomachia poliphili renowned text attributed italian nobleman work baffled scholar since publication tom research link family past obstacle woman love paul become obsession reason living deadline loom research stalled diary surface vital clue fellow researcher murdered hour later tom paul realize first glimpse hypnerotomachia stake raised two friend sift code riddle heart text beginnning see manuscript new light simply story faith eroticism pedantry bizarre coded mathematical maze come closer closer deciphering final puzzle book shattered career friendship family know life mortal danger least one person killed knowing much know even street rome rarified realm princeton shocking murder scene drama young man coming age rule four take u entertaining illuminating tour history build pinnacle nearly unbearable suspense"
3972,356373,356373,346544,5,NULL,NULL,1976,"Experiencing God : Knowing and Doing His Will - Workbook","Experiencing God: Knowing and Doing the Will of God, Workbook",NULL,4.32,21778,22050,"rising saudi arabian city far weary america struggling businessman pursues attempt stave foreclosure pay daughter college tuition finally something great hologram king dave egger take u around world show one man fight hold splintering family together face global economy wind taut richly layered elegiac novel powerful evocation contemporary moment moving story got"
3997,6697,6697,851747,40,60759968,9780060759960,1992,"Little Altars Everywhere","Little Altars Everywhere",NULL,3.55,25045,26559,"half girlfriend hindi upon time bihari boy called madhav fell love girl delhi called riya madhav speak english well riya madhav wanted relationship riya riya wanted friendship madhav riya suggested compromise agreed half girlfriend author blockbuster novel five point someone one night call center mistake life state revolution come simple beautiful love story touch heart inspire chase dream written chetan bhagat"
4009,6613,6613,2548756,57,080213825X,9780802138260,2000,"Four Blondes","Four Blondes",NULL,2.8,22278,23272,"san francisco art patron bibi chen planned journey sens along famed burma road eleven lucky friend mysterious death bibi watch aghast ghostly perch traveler veer itinerary embark trail paved cultural gaffe tribal curse buddhist illusion romantic desire christmas morning tourist cruise across misty lake picaresque character mesmerizing imagery saving fish drowning give u voice idiosyncratic sharp affectionate mother joy luck club bibi observant eye human witness good intention bad outcome desperate soul wish save end tan take reader place heart hope found"
4010,949709,949709,1224619,23,859537277,9780859537280,1973,"There Was an Old Lady Who Swallowed a Fly (Classic Board Books with Holes)","There Was An Old Lady Who Swallowed A Fly (Classic Books)",NULL,4.2,26360,26636,"story accidental friendship give grieving mother priceless gift ability understand thought autistic son make sense brief woman cast adrift unforseen event life meet accident nantucket beach drawn young mother whose severely autistic son recently died marriage badly frayed year stress come island trial separation try make sense tragedy anthony short mother three also recently separated discovering husband infidelity attempt recapture sense life rekindles passion writing determined find voice surprisingly beth also find channeling voice unknown boy exuberant perception world around autistic voice share anthony brings comfort meaning"
